ACCOUNT_NUMBER,ACCOUNT_NAME,AMOUNT,TXN_ID,TIMESTAMP
1_CXA,CXA,2000,b013d9e565dc12853612c6206b250bed5476406ef63b9aa0cb0b267f2ba317f3,2022-12-19 14:33:20.500983
4_HXO,HXO,2000,745fc0741e4bee3e5a14d9a763141647e7271b33abd223e8db382ad0f621425a,2022-12-19 14:33:20.501638
7_NQE,NQE,2000,8913d09d89203834ee1ad4a9be64eabc91d30dedfd6b0efddb83a7b50e99ddbc,2022-12-19 14:33:20.502142
10_GZW,GZW,2000,17a66e5de708fca76d3cd89f9e95a8123876803d422dea1eca959817f37003f8,2022-12-19 14:33:20.502630
13_EQE,EQE,2000,2ca7980536e1c9299d222b17c86f3338e5635120c2dedc9f46ad31dc3b63d51b,2022-12-19 14:33:20.503232
16_AAP,AAP,2000,629d29ae48f8336d422b53860998b68b5eaacfeb8fe254535285cfa0275a69c5,2022-12-19 14:33:20.503814
19_ZSC,ZSC,2000,7efae01c6ba1e731ac16f5fc8890a44c030ee86fb45ee2d602408300ffd89cf8,2022-12-19 14:33:20.504433
22_SYZ,SYZ,2000,111c1a6d5f17ed3b8a9d670fa4ea274b3a9a635c9c0df799700388a8ebd0996a,2022-12-19 14:33:20.505278
25_CRA,CRA,2000,809ec1e2074ed9c68417b2cc45b33891408ff0781ca97eff10ee0561f4003c8d,2022-12-19 14:33:20.505967
28_QKZ,QKZ,2000,603695a608ed778cacb6ceaf3c3be6818245eb69037a09da9e75975dc165349e,2022-12-19 14:33:20.506526
31_RXU,RXU,2000,6aaa6b01d33c4cd7249c70eb7b31a034f66832a4fb8f23a63c8daaffcc3df936,2022-12-19 14:33:20.507026
34_OUX,OUX,2000,fd5233d9a49d90b20e2eeb1d3c19266ad43b0b2be09b6685c1ec2029e3db367d,2022-12-19 14:33:20.507590
37_VWP,VWP,2000,8e5c74e70432fd3049e658f572f892ccb15cde51bbf1900fdfa1c6cc47e6c745,2022-12-19 14:33:20.508145
40_THK,THK,2000,7fe9ab0217a4c260eb9c90e68391efbc489d19bc31114ca554de17dacc524ece,2022-12-19 14:33:20.508766
43_EBY,EBY,2000,8158336932432842b4979d2906d6e97bc718676e0583943f91acafa31e6c13bc,2022-12-19 14:33:20.509663
46_LUT,LUT,2000,d6a078a1ae6a8166ad740f75abf28a255b08111eaf3b2449202b2ccc0d46d470,2022-12-19 14:33:20.510441
49_OGO,OGO,2000,a6487e935bda033b0ccfd79da6a5e7d64d5ca91c1585baec978c2105e483eaf3,2022-12-19 14:33:20.511116
52_JEI,JEI,2000,4e901c961e175d2a27d6d8cba8bdde88dfb66e8515eab54ac6086d1e0b36b054,2022-12-19 14:33:20.511766
55_MRM,MRM,2000,6638ca99f12eb0299e1bd17de2245f6d55aa5008b97aa896d7a6200b83c5ce10,2022-12-19 14:33:20.512817
58_UFK,UFK,2000,b3898d094e40ed42135c8531d8cba94154857ad97db0421598e5f456cb403174,2022-12-19 14:33:20.513618
61_SWP,SWP,2000,5c1fd0d682032dfbe0abc47a27d91685c8dc8cde72800035b461cda88ac10cb1,2022-12-19 14:33:20.514839
64_MAZ,MAZ,2000,3aaa5eb90b06f3917e1f73ec347f0a95bafbe2606e8714a7359d1256ea67aad4,2022-12-19 14:33:20.515676
67_HPR,HPR,2000,fab9810ba83c98d936aa3e772fcbb3625fa531154782c83d6b99512320ccb5f0,2022-12-19 14:33:20.516260
70_QIY,QIY,2000,dc20135817700cee37a168422c68579021c9b5c1b889b5449a581e35b1b7aeee,2022-12-19 14:33:20.516785
73_YHA,YHA,2000,97d26b8b35d900555f50d32405b20ff1342d47646aef062006612eaf4c9f807c,2022-12-19 14:33:20.517385
76_XKB,XKB,2000,529feb500ea66ab46b139ff3b15da3fc94959fc97cbc567fb6e87583c187a3c4,2022-12-19 14:33:20.518085
79_XMX,XMX,2000,d3b97e520eb22701e881276c0dee4448fe11649aea7dbcfa7c237f462737c07f,2022-12-19 14:33:20.518747
82_RVV,RVV,2000,c450e911d19350656a7d20bc1e30c98ba06a5d86ad904dfa75624f9c0209169f,2022-12-19 14:33:20.519752
85_PEZ,PEZ,2000,7a79ecb3a904dec7ecb869194f8c3049449a2e1522784fad979b3a00761746a2,2022-12-19 14:33:20.521023
88_TXI,TXI,2000,97b7b963c56f06d94836d0a66fb8027e24e39d890006295bbbf51974f0abf332,2022-12-19 14:33:20.522268
91_QUC,QUC,2000,6b593556a29fdc54057b3c81e00c706d631b1425c65a2e9982b21699a3ee510e,2022-12-19 14:33:20.522884
